network_branch_id,pre_fault_S_max_mean,pre_fault_S_max_median,pre_fault_S_max_max,fault_on_S_max_max,post_clear_early_S_max_max,post_clear_late_S_max_max,ratio_to_100MVA_pre_fault_mean,ratio_to_100MVA_pre_fault_max,ratio_to_100MVA_post_clear_late_max,pre_fault_ratio_above_one_flag,pre_fault_ratio_above_two_flag,pre_fault_ratio_above_five_flag,semantic_reading
E_1_2_1,1.2608680791117386,,1.2803393436545634,2.7710217026963413,6.987993580116055,11.791206473986998,1.2608680791117386,1.2803393436545634,11.791206473986998,True,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_7_8_1,1.8481742069242773,,1.849574337072068,1.863127608882364,3.2573803889527966,3.267280538223458,1.8481742069242773,1.849574337072068,3.267280538223458,True,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_8_9_1,1.1323742484406876,,1.138318024622336,1.6405560881199721,2.7719447591677877,7.638320424115136,1.1323742484406876,1.138318024622336,7.638320424115136,True,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_9_39_1,0.7902706308150743,,0.7966538489373117,1.357898134294006,2.7890664054726315,7.572229301735895,0.7902706308150743,0.7966538489373117,7.572229301735895,False,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_13_14_1,2.8318372696881005,,2.8398597718702816,3.171995670074924,5.122978028996318,7.525012915041005,2.8318372696881005,2.8398597718702816,7.525012915041005,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_14_15_1,0.37495980792750544,,0.3780749954818694,0.9469064806458578,2.0986416810333237,5.207239182037206,0.37495980792750544,0.3780749954818694,5.207239182037206,False,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_15_16_1,3.4994687864547096,,3.501816860930635,3.496758286574812,6.399596730723098,5.878717268653468,3.4994687864547096,3.501816860930635,5.878717268653468,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_16_17_1,2.470081871440822,,2.489486426834542,7.666344900204108,14.891539273043572,15.288151019682704,2.470081871440822,2.489486426834542,15.288151019682704,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_16_19_1,5.204260518024472,,5.21612128626015,6.134021114603162,10.397884493024703,12.302169745636933,5.204260518024472,5.21612128626015,12.302169745636933,True,True,True,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_16_21_1,3.361111940949508,,3.3661099410688027,3.747148532061836,7.149122114807144,6.7485338937588,3.361111940949508,3.3661099410688027,6.7485338937588,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_16_24_1,1.1276675016226338,,1.1354615191723587,2.2891757848989758,3.206654071743612,3.2835997781433774,1.1276675016226338,1.1354615191723587,3.2835997781433774,True,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_17_18_1,2.257500187118236,,2.278284921081427,2.255151757809583,5.23054940455233,4.592460823979872,2.257500187118236,2.278284921081427,4.592460823979872,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_17_27_1,0.4802944059667955,,0.4834546961232223,7.928082687827165,15.376205293879089,15.131366623495158,0.4802944059667955,0.4834546961232223,15.131366623495158,False,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_21_22_1,6.241247780337484,,6.250551178547787,6.609511915172861,10.210202385324662,9.640925891652492,6.241247780337484,6.250551178547787,9.640925891652492,True,True,True,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_22_23_1,0.758692771969619,,0.7624760077019758,0.8120205714054909,1.3009475994807012,1.903607845379251,0.758692771969619,0.7624760077019758,1.903607845379251,False,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_23_24_1,3.5747581220534745,,3.5788982271230205,3.742077910829108,6.264059869715895,6.203886766594032,3.5747581220534745,3.5788982271230205,6.203886766594032,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_25_26_1,0.6596073134591252,,0.6626007979761106,8.180550573214022,14.955846913956679,13.779863871401375,0.6596073134591252,0.6626007979761106,13.779863871401375,False,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_26_27_1,2.7219298447658047,,2.7248012030548474,6.15215950119921,15.636231264994521,14.767174173979178,2.7219298447658047,2.7248012030548474,14.767174173979178,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_26_28_1,1.5436552371884897,,1.5482529015692845,5.261615949721193,17.800937934773188,14.008591023112018,1.5436552371884897,1.5482529015692845,14.008591023112018,True,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_26_29_1,2.0577319092220225,,2.0624766295560746,5.2183416522664325,18.667518893851224,13.926570806763628,2.0577319092220225,2.0624766295560746,13.926570806763628,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_28_29_1,3.555108287103697,,3.561300975040938,3.5491306150347914,19.695969170689732,15.36295434464307,3.555108287103697,3.561300975040938,15.36295434464307,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
