network_branch_id,P_terminal_selected_by_score,P_response_score,P_baseline,P_post_clear_early,Q_terminal_selected_by_score,Q_response_score,Q_baseline,Q_post_clear_early,combined_raw_pq_response_score,combined_score_definition,data_quality_status
E_2_25_1,B,1.3546149172167583,-2.837493675270668,-4.192108592487426,B,0.7392169823403625,0.47790924203240764,-0.2613077403079548,1.543186094068553,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_3_4_1,A,0.4224981729508229,0.770926762762488,1.1934249357133109,B,1.4257448702035187,1.081978160031488,-0.34376671017203075,1.4870282919495619,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_21_22_1,A,0.16511737630834578,-6.097765674083348,-5.932648297775002,B,1.3862886856950634,-1.191803273925108,-2.5780919596201715,1.396087414184763,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_4_5_1,A,0.8028390414332425,-1.479804882610164,-0.6769658411769215,B,1.0930751329654567,-0.10582446761810611,-1.1988996005835628,1.3562314598758203,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_9_39_1,A,1.2736039498598857,-0.2440887142832036,1.0295152355766821,B,0.39558586029365295,0.5154866103780847,0.11990075008443177,1.333624832538361,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_8_9_1,A,1.282564253478443,-0.24192632527787,1.0406379282005729,B,0.3119668561890897,-0.7516287700707623,-1.063595626259852,1.3199599932048016,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_16_21_1,A,0.09503765164848232,-3.3475849371882838,-3.2525472855398014,B,1.2509889961026022,0.183275972980352,-1.0677130231222502,1.254593808210711,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_13_14_1,B,0.5880928045151208,2.824371307213476,2.2362785026983554,A,0.9216682087452241,0.046132512452673476,0.9678007211978976,1.0933093952464188,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_3_18_1,B,0.7400813995814935,-0.6382659850828564,-1.37834738466435,A,0.5780526700474203,-0.307422782255842,0.2706298877915783,0.9390768697798142,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_23_24_1,B,0.11207661697254556,3.548150089961908,3.4360734729893623,A,0.8964304684437192,0.06576220861882684,0.9621926770625461,0.9034095155721111,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_14_15_1,B,0.750891582297985,0.05703289509404032,-0.6938586872039447,A,0.47165959888395137,-0.37057708645368126,0.10108251243027014,0.8867361194771202,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_2_3_1,B,0.63029904368498,3.3682523756930483,2.7379533320080682,B,0.4887084825568151,0.6060181710901432,0.1173096885333281,0.797566840705646,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_15_16_1,B,0.5838135183410009,-3.1575792412287718,-3.7413927595697727,A,0.4788611234335607,-1.5305398250948679,-1.0516787016613072,0.755080260458284,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_17_18_1,A,0.5721481000470461,2.226737626581972,2.798885726629018,B,0.4855127115660846,0.390890276000926,-0.09462243556515858,0.7503839293852825,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_5_8_1,A,0.6466886260071485,3.143608219682784,3.7902968456899324,B,0.21407809251373755,0.584081517080084,0.3700034245663465,0.6812015918223723,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_16_24_1,B,0.0470093469854162,-0.45879017187212484,-0.505799518857541,B,0.6782205006254537,-0.9647339034741448,-1.6429544040995985,0.6798477227825628,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_7_8_1,B,0.534752158658808,-1.848146657756672,-2.38289881641548,B,0.02851844655986998,-0.010071603980384395,-0.03859005054025438,0.5355120661427183,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_6_11_1,B,0.4899989036711285,-3.652363019887892,-4.1423619235590206,B,0.14435464227312217,-0.3193296234383852,-0.4636842657115074,0.5108201134887985,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_6_7_1,B,0.4916587009596789,-4.199044268626428,-4.690702969586107,B,0.06185841055784691,-0.9073794678633156,-0.9692378784211625,0.4955348032036722,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_4_14_1,B,0.15762959203038118,-2.7672308982076164,-2.9248604902379975,B,0.41032641691616834,-0.5126868617726984,-0.9230132786888667,0.4395621192765882,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_22_23_1,B,0.024599418281466834,0.4326024712321136,0.40800305295064676,A,0.17982047717269495,0.42553953629089564,0.6053600134635906,0.18149527649611785,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
