network_branch_id,tli_file,total_mva_rating_value,voltage_rating_value,rating_value_origin,origin_file,origin_line_or_parameter,origin_class,generated_tli_line,voltage_rating_line,runtime_usage_locations,runtime_usage_class,runtime_usage_evidence,is_uniform_across_all_tlines,uniform_value_explanation,p_q_unit_chain_status,mva_conversion_chain_status,thermal_semantic_status,protection_semantic_status,semantic_classification,semantic_confidence,rejection_or_limitation_reason
E_6_11_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_6_11_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"19741: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_7_8_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_7_8_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"40596: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_8_9_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_8_9_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"24833: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_9_39_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_9_39_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"24994: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_13_14_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_13_14_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"20012: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_14_15_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_14_15_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"20173: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_15_16_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_15_16_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"20334: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_16_17_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_16_17_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"20495: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_16_19_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_16_19_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"22829: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_16_21_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_16_21_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"23311: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
